name,furigana,prefecture,birthdate,age,gender,snum,term,rank,style,score,～１昨年_合計_出走数,～１昨年_合計_優勝,～１昨年_合計_1着,～１昨年_合計_2着,～１昨年_合計_3着,～１昨年_合計_着外,～１昨年_合計_棄権,～１昨年_合計_失格,～１昨年_合計_勝率,～１昨年_合計_2連対率,～１昨年_合計_3連対率,～１昨年_F2_出走数,～１昨年_F2_優勝,～１昨年_F2_1着,～１昨年_F2_2着,～１昨年_F2_3着,～１昨年_F2_着外,～１昨年_F2_棄権,～１昨年_F2_失格,～１昨年_F2_勝率,～１昨年_F2_2連対率,～１昨年_F2_3連対率,～１昨年_F1_出走数,～１昨年_F1_優勝,～１昨年_F1_1着,～１昨年_F1_2着,～１昨年_F1_3着,～１昨年_F1_着外,～１昨年_F1_棄権,～１昨年_F1_失格,～１昨年_F1_勝率,～１昨年_F1_2連対率,～１昨年_F1_3連対率,～１昨年_G3_出走数,～１昨年_G3_優勝,～１昨年_G3_1着,～１昨年_G3_2着,～１昨年_G3_3着,～１昨年_G3_着外,～１昨年_G3_棄権,～１昨年_G3_失格,～１昨年_G3_勝率,～１昨年_G3_2連対率,～１昨年_G3_3連対率,～１昨年_G2_出走数,～１昨年_G2_優勝,～１昨年_G2_1着,～１昨年_G2_2着,～１昨年_G2_3着,～１昨年_G2_着外,～１昨年_G2_棄権,～１昨年_G2_失格,～１昨年_G2_勝率,～１昨年_G2_2連対率,～１昨年_G2_3連対率,～１昨年_G1_出走数,～１昨年_G1_優勝,～１昨年_G1_1着,～１昨年_G1_2着,～１昨年_G1_3着,～１昨年_G1_着外,～１昨年_G1_棄権,～１昨年_G1_失格,～１昨年_G1_勝率,～１昨年_G1_2連対率,～１昨年_G1_3連対率,～１昨年_GP_出走数,～１昨年_GP_優勝,～１昨年_GP_1着,～１昨年_GP_2着,～１昨年_GP_3着,～１昨年_GP_着外,～１昨年_GP_棄権,～１昨年_GP_失格,～１昨年_GP_勝率,～１昨年_GP_2連対率,～１昨年_GP_3連対率,昨年_合計_出走数,昨年_合計_優勝,昨年_合計_1着,昨年_合計_2着,昨年_合計_3着,昨年_合計_着外,昨年_合計_棄権,昨年_合計_失格,昨年_合計_勝率,昨年_合計_2連対率,昨年_合計_3連対率,昨年_F2_出走数,昨年_F2_優勝,昨年_F2_1着,昨年_F2_2着,昨年_F2_3着,昨年_F2_着外,昨年_F2_棄権,昨年_F2_失格,昨年_F2_勝率,昨年_F2_2連対率,昨年_F2_3連対率,昨年_F1_出走数,昨年_F1_優勝,昨年_F1_1着,昨年_F1_2着,昨年_F1_3着,昨年_F1_着外,昨年_F1_棄権,昨年_F1_失格,昨年_F1_勝率,昨年_F1_2連対率,昨年_F1_3連対率,昨年_G3_出走数,昨年_G3_優勝,昨年_G3_1着,昨年_G3_2着,昨年_G3_3着,昨年_G3_着外,昨年_G3_棄権,昨年_G3_失格,昨年_G3_勝率,昨年_G3_2連対率,昨年_G3_3連対率,昨年_G2_出走数,昨年_G2_優勝,昨年_G2_1着,昨年_G2_2着,昨年_G2_3着,昨年_G2_着外,昨年_G2_棄権,昨年_G2_失格,昨年_G2_勝率,昨年_G2_2連対率,昨年_G2_3連対率,昨年_G1_出走数,昨年_G1_優勝,昨年_G1_1着,昨年_G1_2着,昨年_G1_3着,昨年_G1_着外,昨年_G1_棄権,昨年_G1_失格,昨年_G1_勝率,昨年_G1_2連対率,昨年_G1_3連対率,昨年_GP_出走数,昨年_GP_優勝,昨年_GP_1着,昨年_GP_2着,昨年_GP_3着,昨年_GP_着外,昨年_GP_棄権,昨年_GP_失格,昨年_GP_勝率,昨年_GP_2連対率,昨年_GP_3連対率,本年_合計_出走数,本年_合計_優勝,本年_合計_1着,本年_合計_2着,本年_合計_3着,本年_合計_着外,本年_合計_棄権,本年_合計_失格,本年_合計_勝率,本年_合計_2連対率,本年_合計_3連対率,本年_F2_出走数,本年_F2_優勝,本年_F2_1着,本年_F2_2着,本年_F2_3着,本年_F2_着外,本年_F2_棄権,本年_F2_失格,本年_F2_勝率,本年_F2_2連対率,本年_F2_3連対率,本年_F1_出走数,本年_F1_優勝,本年_F1_1着,本年_F1_2着,本年_F1_3着,本年_F1_着外,本年_F1_棄権,本年_F1_失格,本年_F1_勝率,本年_F1_2連対率,本年_F1_3連対率,本年_G3_出走数,本年_G3_優勝,本年_G3_1着,本年_G3_2着,本年_G3_3着,本年_G3_着外,本年_G3_棄権,本年_G3_失格,本年_G3_勝率,本年_G3_2連対率,本年_G3_3連対率,本年_G2_出走数,本年_G2_優勝,本年_G2_1着,本年_G2_2着,本年_G2_3着,本年_G2_着外,本年_G2_棄権,本年_G2_失格,本年_G2_勝率,本年_G2_2連対率,本年_G2_3連対率,本年_G1_出走数,本年_G1_優勝,本年_G1_1着,本年_G1_2着,本年_G1_3着,本年_G1_着外,本年_G1_棄権,本年_G1_失格,本年_G1_勝率,本年_G1_2連対率,本年_G1_3連対率,本年_GP_出走数,本年_GP_優勝,本年_GP_1着,本年_GP_2着,本年_GP_3着,本年_GP_着外,本年_GP_棄権,本年_GP_失格,本年_GP_勝率,本年_GP_2連対率,本年_GP_3連対率,通算_合計_出走数,通算_合計_優勝,通算_合計_1着,通算_合計_2着,通算_合計_3着,通算_合計_着外,通算_合計_棄権,通算_合計_失格,通算_合計_勝率,通算_合計_2連対率,通算_合計_3連対率,通算_F2_出走数,通算_F2_優勝,通算_F2_1着,通算_F2_2着,通算_F2_3着,通算_F2_着外,通算_F2_棄権,通算_F2_失格,通算_F2_勝率,通算_F2_2連対率,通算_F2_3連対率,通算_F1_出走数,通算_F1_優勝,通算_F1_1着,通算_F1_2着,通算_F1_3着,通算_F1_着外,通算_F1_棄権,通算_F1_失格,通算_F1_勝率,通算_F1_2連対率,通算_F1_3連対率,通算_G3_出走数,通算_G3_優勝,通算_G3_1着,通算_G3_2着,通算_G3_3着,通算_G3_着外,通算_G3_棄権,通算_G3_失格,通算_G3_勝率,通算_G3_2連対率,通算_G3_3連対率,通算_G2_出走数,通算_G2_優勝,通算_G2_1着,通算_G2_2着,通算_G2_3着,通算_G2_着外,通算_G2_棄権,通算_G2_失格,通算_G2_勝率,通算_G2_2連対率,通算_G2_3連対率,通算_G1_出走数,通算_G1_優勝,通算_G1_1着,通算_G1_2着,通算_G1_3着,通算_G1_着外,通算_G1_棄権,通算_G1_失格,通算_G1_勝率,通算_G1_2連対率,通算_G1_3連対率,通算_GP_出走数,通算_GP_優勝,通算_GP_1着,通算_GP_2着,通算_GP_3着,通算_GP_着外,通算_GP_棄権,通算_GP_失格,通算_GP_勝率,通算_GP_2連対率,通算_GP_3連対率
佐伯 亮輔,サエキ リョウスケ,岡山県,1994/07/14,30歳,男,015276,113期,S級2班,逃,98.75,426,20,133,84,47,159,1,2,31.2%,50.9%,61.9%,184,17,89,39,20,35,0,1,48.3%,69.5%,80.4%,190,3,38,40,23,88,1,0,20.0%,41.0%,53.1%,52,0,6,5,4,36,0,1,11.5%,21.1%,28.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,19,12,9,47,1,0,21.5%,35.2%,45.4%,,,,,,,,,,,,55,0,14,8,6,27,0,0,25.4%,40.0%,50.9%,33,0,5,4,3,20,1,0,15.1%,27.2%,36.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,5,3,4,20,0,0,15.6%,25.0%,37.5%,,,,,,,,,,,,20,0,2,3,3,12,0,0,10.0%,25.0%,40.0%,12,0,3,0,1,8,0,0,25.0%,25.0%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,20,157,99,60,226,2,2,28.7%,46.8%,57.8%,184,17,89,39,20,35,0,1,48.3%,69.5%,80.4%,265,3,54,51,32,127,1,0,20.3%,39.6%,51.6%,97,0,14,9,8,64,1,1,14.4%,23.7%,31.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高井 流星,タカイ リュウセイ,岡山県,1995/04/23,30歳,男,015277,113期,A級1班,逃,90.72,410,5,100,70,60,174,3,4,24.3%,41.4%,56.0%,292,5,81,53,48,108,1,1,27.7%,45.8%,62.3%,105,0,19,16,12,55,2,2,18.0%,33.3%,44.7%,13,0,0,1,0,11,0,1,0.0%,7.6%,7.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,25,22,17,40,0,1,23.8%,44.7%,60.9%,53,0,15,9,13,15,0,1,28.3%,45.2%,69.8%,52,0,10,13,4,25,0,0,19.2%,44.2%,51.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,6,10,1,12,1,0,20.0%,53.3%,56.6%,15,0,4,6,0,5,0,0,26.6%,66.6%,66.6%,15,0,2,4,1,7,1,0,13.3%,40.0%,46.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,5,131,102,78,226,4,5,24.0%,42.7%,57.0%,360,5,100,68,61,128,1,2,27.7%,46.6%,63.6%,172,0,31,33,17,87,3,2,18.0%,37.2%,47.0%,13,0,0,1,0,11,0,1,0.0%,7.6%,7.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田中 和磨,タナカ カズマ,岡山県,1996/06/22,28歳,男,015278,113期,A級1班,逃,83.23,458,7,113,80,60,199,4,2,24.6%,42.1%,55.2%,321,7,93,59,40,125,3,1,28.9%,47.3%,59.8%,125,0,20,20,19,64,1,1,16.0%,32.0%,47.2%,12,0,0,1,1,10,0,0,0.0%,8.3%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1,6,7,11,56,2,1,7.3%,15.8%,29.2%,12,1,4,1,3,3,1,1,33.3%,41.6%,66.6%,54,0,2,6,7,38,1,0,3.7%,14.8%,27.7%,16,0,0,0,1,15,0,0,0.0%,0.0%,6.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,1,4,3,5,1,0,7.1%,35.7%,57.1%,12,0,1,4,3,4,0,0,8.3%,41.6%,66.6%,2,0,0,0,0,1,1,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,8,120,91,74,260,7,3,21.6%,38.0%,51.4%,345,8,98,64,46,132,4,2,28.4%,46.9%,60.2%,181,0,22,26,26,103,3,1,12.1%,26.5%,40.8%,28,0,0,1,2,25,0,0,0.0%,3.5%,10.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山崎 駿哉,ヤマサキ シュンヤ,岡山県,1997/06/10,27歳,男,015279,113期,A級1班,逃,87.15,451,7,121,75,47,207,1,1,26.8%,43.4%,53.8%,287,6,95,53,35,103,1,1,33.1%,51.5%,63.7%,153,1,26,22,12,93,0,0,16.9%,31.3%,39.2%,11,0,0,0,0,11,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,30,14,11,51,0,0,28.3%,41.5%,51.8%,46,0,14,8,1,23,0,0,30.4%,47.8%,50.0%,60,0,16,6,10,28,0,0,26.6%,36.6%,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,7,6,3,17,0,1,20.5%,38.2%,47.0%,21,0,4,3,2,12,0,0,19.0%,33.3%,42.8%,13,0,3,3,1,5,0,1,23.0%,46.1%,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,7,158,95,61,275,1,2,26.7%,42.8%,53.1%,354,6,113,64,38,138,1,1,31.9%,50.0%,60.7%,226,1,45,31,23,126,0,1,19.9%,33.6%,43.8%,11,0,0,0,0,11,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
藤井 將,フジイ ショウ,広島県,1994/03/22,31歳,男,015280,113期,A級3班,両,77.38,449,5,107,66,61,209,2,5,23.8%,38.5%,52.1%,255,4,79,51,38,85,1,2,30.9%,50.9%,65.8%,160,1,27,13,22,94,1,3,16.8%,25.0%,38.7%,34,0,1,2,1,30,0,0,2.9%,8.8%,11.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1,15,19,18,54,1,2,13.7%,31.1%,47.7%,70,0,11,10,13,34,1,1,15.7%,30.0%,48.5%,39,1,4,9,5,20,0,1,10.2%,33.3%,46.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,18,10,4,4,1,1,47.3%,73.6%,84.2%,38,3,18,10,4,4,1,1,47.3%,73.6%,84.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,9,140,95,83,267,4,8,23.4%,39.4%,53.3%,363,7,108,71,55,123,3,4,29.7%,49.3%,64.4%,199,2,31,22,27,114,1,4,15.5%,26.6%,40.2%,34,0,1,2,1,30,0,0,2.9%,8.8%,11.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
増田 仁,マスダ ヒトシ,広島県,1985/05/11,40歳,男,015281,113期,A級1班,逃,83.14,475,4,147,73,35,217,3,0,30.9%,46.3%,53.6%,344,4,106,53,31,153,1,0,30.8%,46.2%,55.2%,131,0,41,20,4,64,2,0,31.2%,46.5%,49.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,23,20,10,43,2,0,23.4%,43.8%,54.0%,57,0,12,13,5,26,1,0,21.0%,43.8%,52.6%,41,0,11,7,5,17,1,0,26.8%,43.9%,56.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,3,2,1,15,0,0,14.2%,23.8%,28.5%,12,0,1,1,0,10,0,0,8.3%,16.6%,16.6%,9,0,2,1,1,5,0,0,22.2%,33.3%,44.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,4,173,95,46,275,5,0,29.1%,45.1%,52.8%,413,4,119,67,36,189,2,0,28.8%,45.0%,53.7%,181,0,54,28,10,86,3,0,29.8%,45.3%,50.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮本 隼輔,ミヤモト シュンスケ,熊本県,1994/07/31,30歳,男,015282,113期,S級2班,両,101.03,380,17,112,55,28,183,1,1,29.4%,43.9%,51.3%,44,11,38,5,0,1,0,0,86.3%,97.7%,97.7%,169,5,40,31,14,83,0,1,23.6%,42.0%,50.2%,99,1,27,12,9,51,0,0,27.2%,39.3%,48.4%,25,0,4,5,2,14,0,0,16.0%,36.0%,44.0%,43,0,3,2,3,34,1,0,6.9%,11.6%,18.6%,,,,,,,,,,,,77,2,18,7,10,42,0,0,23.3%,32.4%,45.4%,20,2,8,2,3,7,0,0,40.0%,50.0%,65.0%,45,0,10,5,5,25,0,0,22.2%,33.3%,44.4%,12,0,0,0,2,10,0,0,0.0%,0.0%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,4,1,8,13,0,0,15.3%,19.2%,50.0%,,,,,,,,,,,,18,0,3,1,5,9,0,0,16.6%,22.2%,50.0%,8,0,1,0,3,4,0,0,12.5%,12.5%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,19,134,63,46,238,1,1,27.7%,40.7%,50.3%,64,13,46,7,3,8,0,0,71.8%,82.8%,87.5%,232,5,53,37,24,117,0,1,22.8%,38.7%,49.1%,119,1,28,12,14,65,0,0,23.5%,33.6%,45.3%,25,0,4,5,2,14,0,0,16.0%,36.0%,44.0%,43,0,3,2,3,34,1,0,6.9%,11.6%,18.6%,,,,,,,,,,,
安本 昇平,ヤスモト ショウヘイ,山口県,1995/02/15,30歳,男,015283,113期,A級2班,逃,81.26,391,8,88,46,57,194,6,1,22.5%,34.2%,48.8%,285,8,73,35,42,132,3,0,25.6%,37.8%,52.6%,106,0,15,11,15,62,3,1,14.1%,24.5%,38.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,17,15,20,33,0,1,19.7%,37.2%,60.4%,86,0,17,15,20,33,0,1,19.7%,37.2%,60.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,1,1,4,24,0,0,3.3%,6.6%,20.0%,24,0,1,0,2,21,0,0,4.1%,4.1%,12.5%,6,0,0,1,2,3,0,0,0.0%,16.6%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,8,106,62,81,251,6,2,20.9%,33.1%,49.1%,395,8,91,50,64,186,3,1,23.0%,35.6%,51.8%,112,0,15,12,17,65,3,1,13.3%,24.1%,39.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田村 裕也,タムラ ユウヤ,徳島県,1995/09/16,29歳,男,015284,113期,A級3班,逃,68.12,451,2,94,72,47,235,1,2,20.8%,36.8%,47.2%,394,2,86,67,44,194,1,2,21.8%,38.8%,50.0%,57,0,8,5,3,41,0,0,14.0%,22.8%,28.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,7,11,8,33,0,2,11.4%,29.5%,42.6%,37,0,3,5,4,23,0,2,8.1%,21.6%,32.4%,24,0,4,6,4,10,0,0,16.6%,41.6%,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,2,2,1,11,1,0,11.7%,23.5%,29.4%,17,0,2,2,1,11,1,0,11.7%,23.5%,29.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,2,103,85,56,279,2,4,19.4%,35.5%,46.1%,448,2,91,74,49,228,2,4,20.3%,36.8%,47.7%,81,0,12,11,7,51,0,0,14.8%,28.3%,37.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
久樹 克門,ヒサキ カツト,徳島県,1991/12/06,33歳,男,015285,113期,S級2班,逃,95.03,455,13,150,72,53,174,4,2,32.9%,48.7%,60.4%,328,12,116,52,39,119,1,1,35.3%,51.2%,63.1%,127,1,34,20,14,55,3,1,26.7%,42.5%,53.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,4,18,11,18,52,0,0,18.1%,29.2%,47.4%,24,0,4,3,9,8,0,0,16.6%,29.1%,66.6%,55,4,13,8,5,29,0,0,23.6%,38.1%,47.2%,20,0,1,0,4,15,0,0,5.0%,5.0%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,1,4,3,25,0,0,3.0%,15.1%,24.2%,,,,,,,,,,,,21,0,0,4,2,15,0,0,0.0%,19.0%,28.5%,12,0,1,0,1,10,0,0,8.3%,8.3%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,17,169,87,74,251,4,2,28.7%,43.6%,56.2%,352,12,120,55,48,127,1,1,34.0%,49.7%,63.3%,203,5,47,32,21,99,3,1,23.1%,38.9%,49.2%,32,0,2,0,5,25,0,0,6.2%,6.2%,21.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
土居 佑次,ドイ ユウジ,高知県,1997/10/30,27歳,男,015286,113期,A級3班,逃,68.23,481,1,88,80,42,269,1,1,18.2%,34.9%,43.6%,426,1,80,73,36,235,1,1,18.7%,35.9%,44.3%,55,0,8,7,6,34,0,0,14.5%,27.2%,38.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,14,14,14,44,0,0,16.2%,32.5%,48.8%,86,0,14,14,14,44,0,0,16.2%,32.5%,48.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,4,5,3,18,0,0,13.3%,30.0%,40.0%,30,0,4,5,3,18,0,0,13.3%,30.0%,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,1,106,99,59,331,1,1,17.7%,34.3%,44.2%,542,1,98,92,53,297,1,1,18.0%,35.0%,44.8%,55,0,8,7,6,34,0,0,14.5%,27.2%,38.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山中 崇弘,ヤマナカ タカヒロ,高知県,1995/12/29,29歳,男,015287,113期,A級2班,追,85.12,379,1,51,85,66,165,8,4,13.4%,35.8%,53.2%,361,1,50,84,62,155,6,4,13.8%,37.1%,54.2%,18,0,1,1,4,10,2,0,5.5%,11.1%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,7,13,16,40,2,0,8.9%,25.6%,46.1%,71,0,7,13,16,33,2,0,9.8%,28.1%,50.7%,7,0,0,0,0,7,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,2,4,6,20,0,0,6.2%,18.7%,37.5%,29,0,2,3,6,18,0,0,6.8%,17.2%,37.9%,3,0,0,1,0,2,0,0,0.0%,33.3%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,1,60,102,88,225,10,4,12.2%,33.1%,51.1%,461,1,59,100,84,206,8,4,12.7%,34.4%,52.7%,28,0,1,2,4,19,2,0,3.5%,10.7%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
薦田 将伍,コモダ ショウゴ,愛媛県,1998/02/04,27歳,男,015288,113期,A級1班,逃,93.12,409,11,101,49,46,209,4,0,24.6%,36.6%,47.9%,124,10,68,17,10,29,0,0,54.8%,68.5%,76.6%,205,1,30,26,24,123,2,0,14.6%,27.3%,39.0%,80,0,3,6,12,57,2,0,3.7%,11.2%,26.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,10,5,4,72,0,0,10.9%,16.4%,20.8%,,,,,,,,,,,,61,0,7,3,2,49,0,0,11.4%,16.3%,19.6%,30,0,3,2,2,23,0,0,10.0%,16.6%,23.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,8,5,9,10,0,0,25.0%,40.6%,68.7%,21,1,6,4,5,6,0,0,28.5%,47.6%,71.4%,11,0,2,1,4,4,0,0,18.1%,27.2%,63.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,12,119,59,59,291,4,0,22.3%,33.4%,44.5%,145,11,74,21,15,35,0,0,51.0%,65.5%,75.8%,277,1,39,30,30,176,2,0,14.0%,24.9%,35.7%,110,0,6,8,14,80,2,0,5.4%,12.7%,25.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
橋本 瑠偉,ハシモト ルイ,栃木県,1995/03/16,30歳,男,015289,113期,S級1班,逃,106.38,436,29,196,48,25,166,1,0,44.9%,55.9%,61.6%,170,18,104,22,9,35,0,0,61.1%,74.1%,79.4%,181,11,77,21,9,73,1,0,42.5%,54.1%,59.1%,71,0,14,5,6,46,0,0,19.7%,26.7%,35.2%,10,0,0,0,0,10,0,0,0.0%,0.0%,0.0%,4,0,1,0,1,2,0,0,25.0%,25.0%,50.0%,,,,,,,,,,,,93,0,21,13,7,51,1,0,22.5%,36.5%,44.0%,,,,,,,,,,,,52,0,14,5,4,28,1,0,26.9%,36.5%,44.2%,32,0,5,8,3,16,0,0,15.6%,40.6%,50.0%,5,0,2,0,0,3,0,0,40.0%,40.0%,40.0%,4,0,0,0,0,4,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,39,1,15,10,0,14,0,0,38.4%,64.1%,64.1%,,,,,,,,,,,,27,1,11,7,0,9,0,0,40.7%,66.6%,66.6%,12,0,4,3,0,5,0,0,33.3%,58.3%,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,30,232,71,32,231,2,0,40.8%,53.3%,58.9%,170,18,104,22,9,35,0,0,61.1%,74.1%,79.4%,260,12,102,33,13,110,2,0,39.2%,51.9%,56.9%,115,0,23,16,9,67,0,0,20.0%,33.9%,41.7%,15,0,2,0,0,13,0,0,13.3%,13.3%,13.3%,8,0,1,0,1,6,0,0,12.5%,12.5%,25.0%,,,,,,,,,,,
真崎 章徳,マサキ アキノリ,佐賀県,1995/09/30,29歳,男,015290,113期,A級2班,逃,77.75,412,0,65,66,53,221,4,3,15.7%,31.7%,44.6%,380,0,63,63,48,201,3,2,16.5%,33.1%,45.7%,32,0,2,3,5,20,1,1,6.2%,15.6%,31.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,8,16,7,32,0,1,12.5%,37.5%,48.4%,64,0,8,16,7,32,0,1,12.5%,37.5%,48.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,3,21,0,0,0.0%,0.0%,12.5%,18,0,0,0,3,15,0,0,0.0%,0.0%,16.6%,6,0,0,0,0,6,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,73,82,63,274,4,4,14.6%,31.0%,43.6%,462,0,71,79,58,248,3,3,15.3%,32.4%,45.0%,38,0,2,3,5,26,1,1,5.2%,13.1%,26.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山口 敦也,ヤマグチ アツヤ,佐賀県,1997/12/24,27歳,男,015291,113期,S級1班,追,106.10,386,9,133,52,45,149,3,4,34.4%,47.9%,59.5%,145,8,80,23,12,28,0,2,55.1%,71.0%,79.3%,172,1,48,20,23,77,2,2,27.9%,39.5%,52.9%,69,0,5,9,10,44,1,0,7.2%,20.2%,34.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,15,19,14,25,0,2,20.0%,45.3%,64.0%,,,,,,,,,,,,39,1,12,8,9,8,0,2,30.7%,51.2%,74.3%,36,0,3,11,5,17,0,0,8.3%,38.8%,52.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,4,6,9,1,1,0.0%,20.0%,50.0%,,,,,,,,,,,,13,0,0,2,4,7,0,0,0.0%,15.3%,46.1%,4,0,0,1,2,1,0,0,0.0%,25.0%,75.0%,3,0,0,1,0,1,1,1,0.0%,33.3%,33.3%,,,,,,,,,,,,,,,,,,,,,,,481,10,148,75,65,183,4,7,30.7%,46.3%,59.8%,145,8,80,23,12,28,0,2,55.1%,71.0%,79.3%,224,2,60,30,36,92,2,4,26.7%,40.1%,56.2%,109,0,8,21,17,62,1,0,7.3%,26.6%,42.2%,3,0,0,1,0,1,1,1,0.0%,33.3%,33.3%,,,,,,,,,,,,,,,,,,,,,,
